status,content
2,Giá cả quá hợp lí nhân viên tư vấn rất nhiệt tình khi hết món sẽ gọi điện hỏi ý kiến khách hàng rồi ms giao . Gọi điện hỗ trợ nhiệt tình . Với giá tiền này thì mình ko còn gì để bàn cãi . Mà 1 cái bị vỡ kính chắc do bên vận chuyển 🥲 nch mọi ng lên mua nha
0,Giao sai màu . Bực thực sự luôn í. Trả hàng mấy lần r shop k thấy phiền hay gì
0,Giá thì ok. Ship hơi cao. Gửi hàng k giống mẫu trong hình kiểu chi tiết ngoài nó khác khác í. Màu hồng đậm hơn hình ×2 :)) với hôi mùi nhựa nữa. Trong mấy cái đánh giá shop có để trong 1c hộp nhìn khá sang. Nhưng tui mua 2l về đều nằm ỏng ẽo trong 1 cái bọc nilong :)) hơi buồn nhưng hok sao nên mua
2,Hàng xinh xỉu luôn ❤❤❤❤❤. Giao hàng đầy đủ giá thành rẻ phù hợp với sản phẩm
2,"Sản phẩm tốt, sản phẩm tốt, đã mua nhiều lần bên shop và đều ưng ý. Giao hàng nhanh, nhân viên giao hàng thân thiện. Sẽ tiếp tục ủng hộ shop, sẽ tiếp tục ủng hộ shop"
2,Đồng hồ xinh lắm lun á với giá thì quá ư là rẻ lun nhìn ko khác chu hàng hiệu lun á mn..........
2,"Đã mua 2 lần ở shop, đều rất hài lòng, em mình thích lắm, tuy ship hơi lâu nma chất lượng thì khỏi chê. Mn nên mua"
2,Mua nhiều ở shop rồi vẫn cứ gọi là okkkla... Màu hồng cứ tưởng nhạt như hình nhưng ra nó đậm quá nhìn trẻ con quá ạ :(((( nên là shop có gì được thì để ảnh hồng thật chứ vầy thì thất vọng quá
2,Đồng hồ xinh lắm ạ giá rẻ mà nhìn xịn cực nha màn hình bấm nó còn chuyển sang đủ màu nữa í giá ship cũng cực kì nhanh luôn
1,Đồng hồ màu đẹp nhưng đeo 1-2 ngày dây đeo hơi xỉn màu nhưng chất lượng ok giá rẻ kiểu dáng đẹp rất phù hợp cho đồ thể thao nên mua
2,Đồng hồ giống như hình. Giá oke 👍👍. Mong là dùng được thời gian dài
1,Đồng hồ đẹp chất lượng tốt so vs giá 23knhung giao hành hơi lâu trong tp mà lâu quá shipee thân thiện
2,giao hàng nhanh . đóng gói cẩn thận. đồng hồ 2 cái đều đẹp dễ chỉnh tgian . có một cái rêu tự set báo thức mình kh biết tắttt :<
2,"Sản phẩm phù hợp với giá tiền, shop tư vấn nhanh"
2,"Đồng hồ đẹp, xịn, nói chung là rất tuyệt!! 27k đc cái đồng hồ xịn thế này là quá tốt, ship nhanh, shop bọc kĩ, mk ở hà nội ship mất 2 ngày, mở ra hàng vẫn mới nguyên, ko bị xước j :)))) pin vẫn chạy, có nhiều chức năng: đèn led nhiều màu, báo thức, bấm giờ, hiển thị ngày tháng, ủng hộ shop dài dàiii"
0,"Điều khiển khỏi dùng, nhận hàng vỡ nát, chán hằn đừng ai mua của shop này, uy tín kém, số điện thoại thì sai k gọi được, nt k trl"
0,Giao hàng đủ. Bên giao hàng vs shop này sao á. Báo tình trạng ship lên hệ thống chậm ghê. Nhận hàng đc 4 ngày rồi mới báo là đã giao. K biết shop có mở hàng ra ktra k máy dính keo dán trông bụi bẩn cũ ghê luôn ấy. Rồi mình đang dùng thì bụp! Mất làm nóng :)
0,Máy chưa dùng đã bị nổ hany mới dở ra sử dụng thì k sd được🥲🥲🥲😒😢😢😢
1,"Đóng gói cẩn thận, chắc chắn, có một vài thanh hơi bị móp......"
0,Mọi người ơi chừa cái shop này ra nhé. Thanh nhựa 6 thanh mới lắp được nó giao cho mình có 5 thanh thôi. Gọi điện thoại và nhắn tin ko thèm trả lời khách. Làm ăn cực chán
0,"Đóng gói ko chắc chắn, hộp bị bóp méo, thiếu nan nên khung bị lỏng lẻo, mình pải tháo ra lắp lại mấy lần để khớp lại khung cho chắc, mình tét thử máy rồi, máy chạy hơi ồn nhưng có độ nóng, mát. Nói chung máy dùng tạm ổn. Cảm ơn shop nhé!"
0,"Mua xong nhìn hoảng hốt quá, ko biết lắp 🥲🥲🥲🥲🥲 cíu tôi với, thôi thấy ngta đánh giá 5 sao, mình cũng đánh"
1,"ổn áp ạ , tuy lắp đặt hơi lâu tí nma y như hình luôn ạ, chưa sử dụng nên sẽ đánh giá công tâm sau"
2,Dễ lắp ráp. Dễ sử dụng. Dùng rất thích hợp cho mùa đông này mn ạ. Nên mua nhé mn
2,"Giao hàng nhanh, đặt 2 ngày là có hàng. Mới mở ra xem thì thấy giống hình. Chưa sử dụng nên chưa biết chất lượng ra sao."
0,"Vài thanh bị móp, mở máy ok,chưa dùng chưa có nhận xét gì.           ....."
2,"Mới test thử, mọi thứ hoạt động ok."
2,Giao hàng nhanh. Tủ đẹp lắm. Hy vọng dc bền. Cảm ơn shop. Sẽ ủng hộ tiếp
2,Hàng chuqa thử bs chung hoei móp tý
2,Tủ đẹppp. Chắc chắn. Giống ảnh mẫu. Chưa dùng lên chưa biết chất lượng tnao
0,Sấy 3 tiếng mà quần áo vẫn không khô lên chút nào. Không nên mua.
1,Phần chân bánh xe hơi yếu nhưng không hề hối hận vì đã mua. Quá tiện lợi 🥰🥰🥰
2,Sản phẩm đúng như mô tả. Giao hàng hơi chậm chút. Chất lượng phải dùng mới đánh giá được.
2,"Mua của shop mây lần . Sp đêu đung hình rât ok , hàng đóng gói cân thận , shop giao nhanh ."
2,"Đặt hôm qua ,hôm nay đa nhân được , shop giao nhanh đấy , đong goi cân thận , sp kha ok , đung hinh , chat lượng ok vơi giá tiên . cho 5*"
2,"sp tốt . kha đẹp, giao nhanh . Shop bán rẻ , ưng lăm ạ"
2,Mới test thử thấy  k quá ồn. Chưa lắp thử nhưng nhìn chung là ổn
0,Mình đặt hàng mà shop giao thiếu hàng .Nhắn tin thì mãi mới trả lời .Shop giao thiếu hẳn 3 món đồ .Nhắn tin còn bảo giao thiếu có mỗi găng tay .Chán shop quá
1,Thiếu mất 3 thanh to treo quần áo bên trong nên cho sho 4sao thôi
2,Sp như hình rất ok
2,Nếu mà có 10 sao thì mình cũng vote luôn. Sau 2 tuần sử dụng mình mới lên review. Tủ quá rẻ và tiện lợi trong mùa mưa ở miền trung. Không còn cảnh chạy mưa thu quần áo hay đồ ứ mấy ngày ko khô nữa . Hy vọng em nó bền 👍👍👍
2,Sp tốt .tu sấy nhanh .kha ok chất lượng . Giá lại rẻ .shop giao nhanh
1,"tốt, khá nặng điện"
0,"Tủ yếu ớt, sấy lâu khô"
0,Giao thiếu điều khiển
1,Áo bomber đẹp nhưng mặc vài lần là có hiện tương bung chỉ rồi giá tiền cũng rẻ nên thoii
1,áo phù hợp với giá tiền .. áo mỏng nma giá vậy nên chịu thôi .. size L nma áo vẫn nhỏ
1,"Thời gian giao hàng nhanh, áo vải mỏng không dày lắm nhưng với giá ntn thì cũng ổn ạ"
2,Hàng giao đảm bảo ko trầy xước son đẹp tốt chất lượng sẽ quay trở lại ủng hộ shop
2,"Ao đẹp ,giá phải chăng 🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩"
2,"Áo khá đẹp ạ, giá tiền hợp lí, chất liệu cũng khá tốt so với giá tiền này !!!"
1,"Hàng được đóng gói rất cẩn thận. Form áo đẹp, nhưng thừa rất nhiều chỉ bên trong và ngoài. Phần da tay áo đẹp nên mọi người yên tâm về sản phẩm nha."
2,"hàng đẹp giống mẫu, và shop rất thân thiện vs khách hàng , shipper giao hàng cx rất nhanh và ns chuyện rất thân thiện với khách hàng ,hàng rất chất lượng mn lên mua sp cho shop nha. Mk sẽ mua lại đồ của shop thêm nhiều lần nữa vì hàng quá tuyệt vời mn ạ"
1,"Áo giao thì đúng mẫu nhưng với giá này thì áo hơi kém chất lượng , giao hàng nhanh , đóng gói thì khá là ôn thoi chứ ko chắc chắn"
2,"Hình ảnh và video mang tính chất nhận xu. Sản phẩm giao nhanh chóng, giá cả săn được sale rất tốt. Cảm ơn shop!"
1,Ảnh klq nma đẹp lắm nhaaaa! Giao hàng nhanh nè . Hơi mỏng chút nma mặc lên thù đẹp
1,Sản phẩm oki la lắm nha nhưng có hơi chỉ thừa 1 tí còn lại điều oki la hết nha.
2,U là trời hàng gì mà đẹp không còn gì để nói . Giao hàng nhanh đóng gói chắn chắn Shop rất thân thiện nhaʕ•̫͡•ʕ•̫͡•ʔ•̫͡•ʔ•̫͡•ʕ•̫͡•ʔ•̫͡•ʕ•̫͡•ʕ•̫͡•ʔ•̫͡•ʔ•̫͡•ʕ•̫͡•ʔ•̫͡•ʔ
1,"Áo giống với trên hình, phù hợp với giá tiền, nhưng túi áo khâu sơ sài, mặc được một hôm đã bị rách:(("
2,Chất liệu với giá tiền như vậy là quá xá ổn. Sẽ mua lại lần nữa ạ.
2,"đánh giá chỉ mang tính chất nhận xu , nhưng chất lượng cũng okela"
2,Chất lượng phù hợp với giá tiền khom có gì để lói kả wa okelaaaa
1,Chất lượng tuyệt vời quá xinh luôn ạ có cái hơi nhiều chỉ thừa … lần sau ủng hộ thêm ạ
2,Chất ok săn ngay 12h nên giá ok 
2,Hình ảnh chỉ mang tính chất nhận xu. Hàng ok lắmmmmmmmmmmmmmm
0,"Áo rất mỏng, tiền nào của đấy thôi, nhiều chỉ thừa, size XL mà như size L"
0,"Đóng gói kĩ ship nhanh nhưng áo vải rất mỏng, có rất nhiều chỉ thừa, mua XXL mà size như L rất bé luôn mình 60kg mặc còn khá chật giá như vậy hơi đắt ,thế nên mọi người cân nhắc trước khi mua nhé!! Lần đầu mua ở shoppe mà thất vọng nthe  mình là lần cuối mua ở đây rồi 🥲"
2,sản phẩm với giá tiền này nói chung là dk. mẫu mã đẹp chất lượng cũng ok.
2,"Hàng rẻ mà đẹp lắm nhaa, đáng đồng tiền bát gạo ghê á, hơi nhiều chỉ thừa một xíu thôi à, nói chung là tôi đánh giá shop 5* nhaa🥰"
1,"áo đẹp nhưng hơi mỏng và có nhiều sợi chỉ thừa , nhưng với giá tiền săn sale như này thì là hợp lí"
2,Chất lg phù hợp vs giá tiền. Hình là thêu hoàn toàn lên đẹp ạ
1,áo hơi mỏng nói chung là tiền nào của nấy mặc cũng ô kê
0,"Thề luôn 124k, nhận đc quả áo mà tui giật mình k tưởng vì chất nó quả mỏng. Phần chất da ở ống tay chắc phải lựa k rách toạch mất. Áo này chắc chắn là k dám giặt mọi người ạ. Chắc mặc đc 3 lần thì áo hỏng."
1,Chất áo mỏng nhiều chỉ thừa. Với giá tiền thì cũng hợp lí. Túi bên trong hơi lởm. Mặc lên nhìn cũng ok. tạm ổn
0,Size 2xl mà bé xíu xiu không mặc vừa bé Như size l ý chán ko ưng tẹo nào lại vải thô ống tay xấu vch
0,Hàng 300k khuyến mãi :)) đúng là khuyễn mãi có cái giá của nó. Quả túi áo tù vãi
0,Áo hơi mỏngggggggggggggggggggggggggggggggggggggggggg
2,Tuy thời gian dịch bệnh nên giao hàng có hơi lâu một chút xíu mà sản phẩm cực kì chất lượng giao hàng shippper vui tính mọi người ủng hộ shop thêm nhé
1,Áo rất đẹp như -1 điểm là quá nhiều chỉ thừ ra rất xấu áo rất mỏng chỉ mặc cho đẹp thôi tổng kết lại 9/10 nên đánh giá 4 sao thôi
0,Áo nhìn khá ổn mà cái túi áo chưa gì đã rách . Shop sau kiểm tra hàng kĩ hãng giao nhé. Hơi thất vọng chút
0,"Áo khoác mỏng hơn mong đợi , không thể bảo vệ cơ thể bạn trong mùa đông giá lạnh"
2,Mọi người nên mua rất đẹp sang xịn mịn mát mà giá lại còn rẻ nữa Shop Hảo Hán :)))
2,"rất xinh đẹp tuyệt vời ,chúc vui vẻ bình an hạnh phúc,100 điểm"
0,"Hàng tạm ổn, chỉ thừa khá nhiều, size XL mặc vẫn nhỏ, shop tư vấn trả lời kém khi mình bảo đổi size"
1,hàng đẹp hơi mỏng ai to thì lên chọn xl nhéeee ncl cũng tàm tạm k
1,"Áo đẹp, mình đặt size XL nhưng mà vẫn thấy nhỏ lắm hơi thất vọng xíu"
1,Sản phẩm tạm ổn chất lượng tốt nhưng quá nhiều chỉ thừa và giao hàng hơi lâu
0,Mỏng
1,"Bọc hàng kĩ. Ship hàng nhanh. Chất lượng áo oke. K biết shop có giao nhầm sz k, mình m55 58kg od sz XL(60-75kg) mặc áo phông mỏng bên trong rồi mặc áo này ở ngoài thì bị kích. Nếu mặc áo quây ngang bên trong rồi mặc áo khoác này ở ngoài thì thoải mái hơn"
0,"Ảo mỏng và cực kì nhiều chỉ thừa, tóm lại là cũng ôn chứ k ưng lắm🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰"
1,"Giao hàng nhanh, sản phẩm hơi bó cho người cân đối nói chung là hơi chật, áo tuy mỏng nhưng vẫn được, với lại áo mua cho người khác nên không biết feedback sao nữa 🥴😅"
0,Áo chất mỏng nhiều chỉ thừa. Nếu mua với giá chưa sale thi k phì hợp chút nào. Áo rộng đó mng. Đúng sz nha. Hình ảnh mang tính chất nhận xu thui
0,áo nhiều đường chỉ may không đẹp. . chất áo hơi mỏng. chỉ thừa nhiều
1,Áo đặt xxl mà  áo bé ngắn như áo sz l . Nma chất dày 
0,"Thật sự thì khá thật vọng. Shop để size không hề đúng với mô tả, size Xl mà nhỏ như size S size M í. Tay áo khá mỏng. Đây mà đi gió chắc rách toạc mất :)))"
1,Áo chất ok so với giá tiền.. Nhưng mình mua cho ck cao 1m82 size Xxl hơi nhỏ
1,Shop đóng gói ok mà hàng về cũng đẹp lắm có điều chỉ thừa hơi nhiều với phần túi trong và phần bo cổ mình không thích cho lắm mà mức giá vậy mà về hàng ok là nên mua nha anh em
1,Sản phẩm đẹp chất lượng như hình nhưng hơi có chie thừa xíu đáng mua nha ❤️
1,Áo quá hẹp. Mặc ko thoải mái còn lại ok 
2,"Sản phẩm rất xinh đẹp tuyệt vời, tôi không thể trông đợi gì hơn. Cảm ơn nhà cung cấp, nhà sản xuất, cảm ơn người bán hàng, cảm ơn sàn thương mại điện tử, cảm ơn người vận chuyển để tôi có cơ hội dùng sản phẩm tốt như thế này."
0,Một shop KHÔNG có tâm mình mua đồ từ trước giờ trên shopee chuae bao giờ mình quay video hay đánh giá bằng hình ảnh - vấn đề : giao hàng hơi lâu do shiper hoặc tuyến đường . K đáng nói  -2: về size : đặt xl giao về hình như là size L rất NHỎ - tay ngắn vãi mỏng da chắc giặt 2 lần bay da khẳng định.
1,"Giáo hàng nhanh, chất liệu không được tốt lắm vì tiền nào của nấy mà"
1,Cái phần da như ni lông tạm ổn trong nỉ ấm 
0,Áo ổn nhiều chỉ thừa 
2,"Giao hàng khá nhanh, chất khá ổn, tiền nào của nấy, 👍👍👍👍👍👍👍👍👍"
1,N hơi có chỉ thừa lớp vải vs mk mà ns thì khá ổn. Nên mua nha
2,Sản phẩm như hình. Giá rẻ. Thank shop thank shopeee. Thank
1,"Sản phẩm hơi bé chất chất ok , túi bé mà cảm giác hơi lệch nói chung là ok"
0,có nhiều chỉ thừa ở cổ và hai bên hông ! chất liệu mỏng k dc như mong đợi! bên ngoài thì màu chưa đẹp như trên hình! phù hợp giá tiển !
0,"Ban đầu mình tính đánh 5 sao vì có cảm tình vs phần túi. Nhưng bóc ra thì 1 đống ê chề :) từ cái túi áo làm từ loại vải dởm, đường chỉ thì thừa rất là nhiều. Vải mới mang tới đã xù. Hàng kém chất lượng dã man. Để giá 299 rồi giảm xuống cho hay chứ để giá 299k chắc có ma nào mua."
2,Áo xing lắm nha m.n mình m53 46kg mặc như z nhaa mua hộ cho bạn mà bạn mặc khum dừa mình mặc dừa
0,"Vải áo quá tệ, nhất là phần 2 cánh tay được làm từ vải gì cực kì mỏng xé nhẹ cũng có thể rách, bên trong áo thì chỉ thừa cực kì nhiều và nhìn 2 cái túi như lấy vải thừa may vào vậy. Size áo thì vô cùng bé, XL mà nhỏ như size S. Không đáng mua 1 chút nào."
2,Áo đẹp lắm ạ. Mua cho đứa em mặc mà nhìn đjep hết nước chấm luôn 🤣
2,Áo xinh phù hợp với giá tiền giao hàng nhanh thái độ phục vụ tốt
0,Hình ảnh mang tính chất minh họa nhưng mà áo thì theo mình cũng là tạm ổn sợ giặt cái da ở tay áo rách huhu
1,"Đẹp lắm ạaaaaaaaaaa❤da hơi mỏng thôi, cũng hơi ngắn một xíuu"
1,"Áo khá đẹp, tuy nhiên hơi nh chỉ thừa á mng .-. mình cắt ra 1 đống như trong ảnh luôn ấy, cận chất thì mng có thể tham khảo vd nha phần tay áo ko phải da đâu mà kiểu chất gì bóng bóng mỏng mỏng ấy chữ thêu ổn giá rẻ thì nên mua nhaa mnguii :33"
2,"Mua áo tặng cho cu đệ khó tính, nên mk có chat vs shop nhờ shop tv sz và nhờ shop ktr hàng kĩ trc giúp mk, shop tv khá nhiệt tình nè, ch.luog thì ok wa r, mỗi tội chỉ thừa nhìu w 😂 nhug k s cắt ra là dc, cho shop đ.giá 5s"
0,Áo thì như ảnh đấy . Nhưng áo mỏng . Đặt sz XXL mà giao áo free sz bé mà ngắn
1,Áo cũng đẹp nhưng chỉ hơi nhiều chỉ thừa nên cho 4 sao sản phẩm tốt
0,Áo mỏng dính nhưng với cái giá 100000 thì tạm đc với lại nhỏ quá
2,Đóng gói sản phẩm tốt chất lượng ổn phù hợp với mặt hàng giá rẻ.
1,Hàng thì đẹp giá hợp lí nhưng không biết shop có gửi nhầm size không mà XL còn ngắn hơn là L tìm trên áo thì không thấy để size tầm giá này thì OK rồi nhưng hơi tiếc là size áo bé
2,Chỉ mang tính chất lấy xu nma áoooo mang vừa ok lắmmmmmmmmmmm
2,"Thích nhất shop giao hàng nhanh, chất áo ko quá dày nhưng hợp lý với giá tiền, form áo đẹp, mặc thích lắm."
2,Áo đẹp giao hàng hơi lâu với giá tiền này thì k còn gì để bàn cãi ..................................
2,Hình ảnh chỉ mang tính chất nhận xu . Nhưng mặc đẹp lắm nha. Nên mua nha mọi người . Mỗi tội chờ hơi lâu 1 tý
1,Mẫu mã đẹp giao hàng nhanh nhưng hơi nhỏ . Ns chung là cx tạm ổn . Ai mua thì mua
2,Hàng ok mong mọi người bình tĩnh mua thooinkhoong hết hàng không ai mua được
0,Đặt xl mà nó rất bé nhìn như Size L vậy tay thì không phải loại da xịn nhìn rất không ưng
0,"Chất áo không đẹp , vải mỏng , form áo vô cùng bé size 2xl mà như size S , mọi người nên cân nhắc mua , so với giá vẫn còn hơi đắt , shop trả lời tin nhắn khách vô cùng chậm mặc dù hoạt động mười mấy phút trước ."
2,"Với giá này thì cũng k mong j hơn hâhhah,,, cảm ơn ahop giao hàng ạ ,,, đănt 2 đơn thì còn 1 đơn nhữa ạ"
0,"Áo mỏng đặt size to nhất rồi vẫn bé, nhưng giá rẻ nên tạm ok. Cúc áo vừa mua đã bung. Nhiều chỉ thừa. Túi áo dễ thủng"
0,Áo from hơi nhỏ và bị rách một lỗ :((((( ảnhh k liên quannnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn
0,Áo dày đẹp mỗi tội lỗi túi áo😢chán luônnnm🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲😉😉😉☹️🤳🤳b
0,"Áo form rất nhỏ, giao hàng rất lâu, nói chung là tệ =((((((((((("
0,Shop nghĩ sao mà đưa mình áo này :)) khá là thất vọng k được ưng cho lắm áo chất mỏng mặc khá lạnh chất da kia chắc dặt 1-2 lần là bong thôi coi như là bài học với cả giá tiền này mình cũng k đòi hỏi gì nhiều chỉ lf thấy nó mỏng quá :)) mặc lạnh sun vòi
1,Mọi người ấn vào video nghe em nói nhé. Nch là so vs giá thì cx ổn. Form hơi nhỏ so vs mình nghĩ
1,Không có gì để nói 
1,Áo cũng tạm được chất hơi mỏng lấy mãi k được hàng shop cũng k tl tin nhắn của khách
0,"Vải hơi mỏng chất lượng tạm tạm, thời gian giao hàng lâu 12 ngày mới về, chỉ thừa nhiều"
1,Ncl cũg đc . Thật sự là hơi đắt so với chất lượng sp . Chỉ thừa nhiều chất bên trog k ấm lắm . Giao hàg hơi lâu nữa
2,"Áo xinh lắm nhé mọi ngưởi, k bị thừa chỉ quá nhiều, gói hàng khỏi chê . Mặc lên thì bao ngầu lòi. Mình sẽ ủng hpoj shop dài dài"
2,Áo đẹp lắm nha mn ơi ship 3 ngày là tới r với giá áo như kia mà chất như này là quá hời luôn í
1,Áo mình đặt khá đẹp phù hợp với giá tiền nhưng túi may hơi xấu 1 chút và còn nhiều chỉ thừa
2,Mỏng quá 
0,"Áo mỏng dính, có lớp nỉ, mặc chống gió ơ miền nam chứ ra bắc thì ko chịu lanh dc"
0,"Áo mỏng, vải nỉ mỏng, ko giữ ấm dc, mặc thời trang, hàng nào của nấy"
2,ưng lắm ạ 
1,Cx tạm ok... Size xl mà nó hơi nhỏ.. Ko to mới nhưng cx vừa.. Nên mua . Vd hình ảnh mang tính chất nhận xu.
2,Áo đẹp ạ 
1,Áo vải hơi mỏng. Chỉ thừa hơi nhiều. Chỉ nơi logo trước ngực có chỗ màu hơi vàng. tiền nào của đó thôi. Mình mặc chống nắng nên cũng tạm được.
0,Lỗi túi áo ạ mong shop khắc phục lại ạ nma ngoài túi áo ra mọi thứ đều ổn hết okkkkkkkkkkkkkkkkkkkkkkk
0,Áo bị vỡ da khá nhiều ở túi áo và ống tay nhưng thôi 140k bằng cái áo cộc giá tiền vậy k đòi hỏi
0,Áo mỏng với hơi nhiều chỉ thừa mua về hơi có mùi hôi của da.....
2,Thật sự lần đầu mua ở shop này k nghĩ rẻ mà đẹp nv luônn 🙆🏻‍♀️ vote 5 saoo ảnh thật mịn măc đóo
1,"Áo phù hợp với giá tiền hơi nhăn có 1 lớp, hình thêu đẹp, dịch nên giao hơi lâu!!"
0,"Áo hơi nhăn và còn nhiều chỉ thừa,!!!!!!!!!!!!!!!!!!!!!!!!!!!!"
1,"Áo ổn, form cũng đươch nhưng hơi mỏng. Hình ảnh mang tính chất minh hoạ"
0,"Hàng mỏng, kém chất lượng, không ưng lắm  không giống như trong ảnh lắm"
1,Mọi người nên chọn mùa chỉ may quần áo nó tăng giá nha chứ em mua trúng mùa rẻ nên shop tặng cho 1 đống chỉ thừa cắt mỏi tay🙄. Tổng quan với giá 200k ở phía cạnh 1 người thực dụng như em thì áo khá đẹp 8/10đ. Tầm giá này thì áo này đẹp mà rẻ nhất rồi
1,Áo mỏng mùi da hơi nồng bên trong áo có lớp lông mỏng sản phẩm khá ổn
0,"Áo rách túi, vải mỏng, quá nhiều chỉ thừa, chất lượng sản phẩm kém"
2,"Chất lượng sản phẩm tuyệt vời, đóng gói sản phẩm rất đẹp và chắc chắn, shop phục vụ rất tốt, rất đáng tiền, thời gian giao hàng rất nhanh."
2,"Áo đẹp ,vải êm ,nhưng mà nếu shop có size xxxl nữa thì tốt 🤣"
2,"Hình ảnh chỉ mang tính chất nhận xu. Áo đẹp, nói chung là hài lòng"
2,"Áo chuẩn from tay làm bằng da, chất liệu khá ổn. Mua sale nên còn 99k rất ok 9/10đ"
2,"Đóng gói sản phẩm chắc chắn, thời gian giao hàng nhanh, chất lượng sản phẩm phù hợp với giá tiền"
2,"Áo đẹp xuất xắc luôn, vải này mặc kh có bị nóng nha mọi người ok lắm, shop nch dễ thương hihi"
2,nhân viên rất nhắn tin rất dễ thương 😘 vải mặc k nóng! đáng tiền nha 😘
2,"chất lượng sản phẩm tốt, giao hàng nhanh, đóng gói hàng cẩn thận"
2,"sản phẩm khá okkkkk, giá ổnnnnn mọii người rất nên muaaa nhaa"
1,Áo cũng bình thường thôi. Áo 1 lớp . Nói chung khá ổn thôi. Cho shop 5 sao
2,"Sản phẩm phù hợp với giá tiền, rất  ok, shop rất dễ thương."
0,Vải thì ok nhưng về đường chỉ thì không tốt lắm rất dễ bị dứt và có nhìu chỉ bị thừa
1,Sản phẩm tốt chất lượng nhưng chỉ thừa hơi nhiều cũng tạm ổn 👍👍
2,"Hình ảnh chỉ mang tính chất minh hoạ, hàng đẹp lắm nha , giao hàng nhanh"
1,Tốt.áo rất đẹp nhưng vải hơi mỏng đặc biệt là phần da nhưng trong tầm tiền này thì oke
0,"Kiểu dáng áo được, form ổn nhưng chất liệu may phần cánh tay áo chưa hợp lý lắm, phần vải bị nứt khá nhiều và sờ hơi mỏng."
2,Sản phẩm i hình. Tương đương giá tiền. Giao hàng nhanh. Nên mua. Hình ảnh để nhận xu
0,"Áo chất lượng kém, chỉ có 1 sz thì phải, mình 1m65 57kg mà lấy XXL chật ních . 1 sao xứng đáng"
0,Áo khá mỏng ncl mk k ưng cho lắm
1,"Áo đẹp,form đẹp. Chọn cỡ to nhất r mặc vx hơi bé hơi ngắn so vs cổ tay. Áo nhiều chỉ thừa,rất nhiều chỉ thừa. Giá cx ok. 1 bên túi là nilon. 1 bên túi là lưới như trên hình . May lệch thật sự cái này chắc cho 4 sao thôu"
2,Áo đẹp chất dày nhặn khonq ngờ hơn 100k mà mua đựt áo xynk thế này
0,Áo quá nhỏ dù đã đặt size xl nhiều chỉ thừa xấu 
2,"Áo đẹp lắm nha mọi người, giao hành nhanh, rất đáng tiền. Hình ảnh chỉ mang tính chất nhận xu"
2,Lần đầu mua hàg nên cho shop 5sao hàg đóng gói chắc chắn và giao đúg hàg
2,rất đẹp
0,": chả hiểu sao áo này chất thì xấu mỏng mà mọi người lại có thế cho đánh giá tốt chả hiểu luôn ý . Đã thế đặt sz xl mà như là sai m vậy đó , áo rễ bị xổm lông nữa ncl áo tệ tật sự!khuyên mn k lên mua áo này nữa !!"
2,Hàng đẹp nha shop
2,Đẹp nhưng vải hơi mỏng mình mua 2c thì thấy hình in cái đậm cái nhạt và nổi mấy cái chấm đen đen nhìn xấu vc:)). Nhưng nhìn tổng thế thì vẫn đẹp . Form mặc kh được rộng lắm nó nhìn như hình mình chụp í mng
0,"Giao nhầm hàng, liên hệ shop nhưng kh trả hàng, 1 sao 🥲🥲🥲🥲🥲🥲🥲🥲🥲🙊🙊🙊🙊"
2,Hàng đẹp lắm mọi người ơi mình mua thử thôi không nghĩ là hàng uy tín đến thế xin lỗi vì kh chụp được ảnh nhé mọi người lên thử mua 1 lần
1,"mặc tương đối dễ chịu, thấm mồ hôi ổn, nhưng mà người nào dài lưng hoặc to phần trên thì mặc có vẻ vẫn thấy vừa chứ không đến độ oversize nhé!"
0,Ai mà trên 60kg mặc sẽ ngắn và chật nha. Vải k đẹp lắm
2,Mua áo có mấy chục nghìn nên mình cũng k hi vọng về vải lắm nhưng áo đẹp cực vải lại ok nữa sẽ ủng hộ shop tiếp hcjdjdshsjsbdvsvsbsndbdbbdhdjsjsjsksjjsjshsbdbdbdb
2,"Chất áo mỏng nhưng mà với giá như thế này thì là ổn rồi, ship nhanh"
2,Kh ngờ chất lại ok đến vậy giá tiền này là quá rẻ luôn đó mn ạ. Mua hộ nên quên kh chụp lại
0,"Áo ko đc rộng lắm như trong hình , phù hợp hơn vs các bạn 1m65 đổ xuồng và dưới 60 cân , đc cái là giao hàng nhanh . Mk cao 1m73 . Nặng 64 kg"
2,"Áo rất là đẹp, nói chung là "
2,Áo rrrraat dẹp ak chât lượng ok babe 😍😍😍😍🐶😍😍👍👍👍👍👍👍👍👍kkkkkkkl sẽ ủng hộ shop kkkkkkkkkl
2,Áo rất đẹp và rất đáng mua nha mọi người đường chỉ may rất đều và ko có chỉ thừa áo rất giống hình và form giộng nha mn (ảnh và vd chỉ mang tính chất nhận xu)
2,Được giao hàngg nhanhh hâhhahahahahahahahababanabababaabaa
2,Đùa.Phải gọi là đẹp xuất sắc.Vải của áo giống y hệt ở cửa hàng quần áo.Form đẹp.K có chỉ thừa.Săn sale vs giá 42k thì quá là nơi.Ship áo nhanh
